"","ID","CODEPER","REL","PCR24_01","PCR24_02","PCR24_03","PCR24_04","PCR24_05","PCR24_06","PCR24_07","PCR24_08","PCR24_09","PCR24_10","PCR24_11","PCR24_12","PCR24_13","PCR24_14","PCR24_15","PCR24_16","PCR24_17","PCR24_18","PCR24_19","PCR24_20","PCR24_21","SITE"
"773",600936,24,0,4,5,5,5,5,5,4,5,4,5,4,5,4,3,3,3,5,3,5,3,5,6
"774",600953,24,0,3,2,5,5,4,3,3,2,3,3,1,3,3,3,2,2,3,2,2,3,3,6
"775",600955,24,0,5,4,5,3,4,3,2,3,3,4,3,3,5,4,3,4,3,3,5,3,4,6
"776",600959,24,0,5,4,4,4,4,1,3,4,3,3,4,3,4,4,3,3,3,2,3,3,3,6
"777",700008,24,0,4,2,4,1,5,3,2,5,3,4,4,3,4,3,3,2,2,2,2,3,2,7
"778",700024,24,0,4,4,4,3,5,4,3,3,2,3,4,4,3,4,3,2,3,2,3,2,3,7
"779",700028,24,0,2,3,2,1,1,2,2,2,2,1,2,1,3,2,2,2,2,2,2,1,2,7
"780",700048,24,0,4,4,2,3,4,5,3,2,2,2,5,4,3,2,4,2,2,2,3,2,3,7
"781",700055,24,0,4,4,3,4,3,4,3,3,2,3,3,3,3,3,3,3,2,1,2,3,3,7
"782",700063,24,0,4,2,2,1,3,1,2,3,2,2,5,2,4,3,3,2,1,2,2,2,2,7
"783",700066,24,0,4,4,4,5,4,5,3,5,3,3,4,3,3,4,3,3,3,3,3,3,3,7
"784",700079,24,0,4,4,4,3,4,3,5,2,3,3,4,5,4,3,5,3,2,1,2,3,3,7
"785",700081,24,0,4,4,4,3,5,3,4,3,3,3,3,3,4,4,3,3,3,2,3,4,3,7
"786",700085,24,0,2,3,3,2,2,2,2,1,2,2,4,3,3,1,5,2,1,1,2,3,2,7
"787",700089,24,0,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,7
"788",700092,24,0,3,2,2,2,3,2,4,2,2,2,2,3,4,3,2,2,2,1,4,3,2,7
"789",700094,24,0,4,5,3,2,4,4,2,4,2,3,3,2,3,3,4,2,3,2,2,3,2,7
"790",700108,24,0,4,2,3,2,4,2,2,3,2,2,3,2,3,3,3,2,2,2,1,1,2,7
"791",700110,24,0,2,3,4,3,4,2,2,4,3,2,2,3,3,2,3,2,2,1,2,3,2,7
"792",700114,24,0,3,2,3,2,3,2,3,2,3,2,3,2,2,1,2,2,2,2,2,3,3,7
"793",700127,24,0,3,3,3,2,3,2,3,2,2,2,4,3,3,2,3,2,2,2,2,2,2,7
"794",700131,24,0,3,3,4,2,3,4,2,3,2,3,4,3,3,3,3,2,4,2,3,2,2,7
"795",700134,24,0,4,4,4,3,3,4,3,2,2,3,4,4,3,2,3,2,2,2,2,3,3,5
"796",700135,24,0,3,4,4,2,3,2,3,2,2,3,4,3,4,3,4,2,2,2,3,3,2,7
"797",700137,24,0,3,2,2,1,3,2,2,2,2,2,3,2,3,2,4,2,1,1,1,1,1,7
"798",700140,24,0,4,4,3,3,4,3,4,3,2,3,3,2,3,3,3,2,3,2,3,3,3,7
"799",700147,24,0,4,2,3,2,4,2,2,3,2,2,2,3,3,3,2,2,2,1,2,2,2,7
"800",700148,24,0,5,4,3,1,5,3,3,4,2,2,4,2,4,5,3,2,2,2,2,4,3,7
"801",700160,24,0,3,4,2,4,3,2,3,2,2,3,5,3,3,5,3,2,2,2,2,4,2,7
"802",700162,24,0,3,3,4,2,3,3,2,3,4,4,5,5,2,3,3,2,2,2,4,3,3,7
"803",700163,24,0,5,5,5,4,4,3,3,4,4,3,3,4,4,4,4,3,3,2,3,4,3,7
"804",700173,24,0,3,4,4,1,3,3,3,2,2,2,4,4,3,4,4,2,2,2,5,3,2,7
"805",700179,24,0,3,1,3,2,3,2,2,3,2,2,3,2,3,3,3,1,2,2,1,1,1,7
"806",700181,24,0,5,3,4,5,5,4,3,4,2,3,4,3,4,5,3,3,4,2,3,3,4,7
"807",700184,24,0,5,3,3,2,5,3,3,5,3,2,4,3,3,4,4,2,2,3,3,3,3,7
"808",700198,24,0,2,3,3,4,3,3,4,2,3,4,4,4,4,2,3,2,3,2,3,4,4,7
"809",700212,24,0,4,3,4,2,2,4,3,2,2,4,4,2,4,3,4,2,2,2,3,2,3,7
"810",700213,24,0,5,4,2,3,4,4,4,3,3,2,2,4,4,3,3,2,3,1,2,2,3,7
"811",700222,24,0,4,3,5,5,4,4,3,4,4,3,4,3,4,4,3,3,2,1,3,3,4,7
"812",700232,24,0,5,5,2,4,4,2,2,4,2,2,5,2,4,5,4,2,2,3,5,3,2,7
"813",700238,24,0,5,5,5,2,5,2,4,5,4,5,4,2,5,4,2,2,5,2,2,2,4,7
"814",700240,24,0,4,4,3,2,4,2,3,3,2,3,3,2,3,3,2,2,3,2,3,3,3,7
"815",700247,24,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,7
"816",700249,24,0,4,4,3,4,4,4,4,4,4,4,4,3,4,5,3,3,4,3,4,4,4,7
"817",700250,24,0,4,5,4,2,3,3,3,3,4,3,4,3,4,4,5,3,3,2,3,3,3,7
"818",700261,24,0,5,5,4,1,4,3,2,4,3,2,4,2,5,4,4,2,2,1,2,2,2,7
"819",700262,24,0,3,3,3,2,2,4,2,2,2,2,1,2,3,2,2,2,2,1,1,2,2,7
"820",700276,24,0,4,2,2,1,5,2,1,3,2,1,3,4,2,3,2,1,1,1,1,2,1,7
"821",700280,24,0,5,3,3,4,4,2,2,2,2,2,4,2,4,3,3,2,3,2,3,3,3,7
"822",700298,24,0,3,5,4,5,4,5,3,3,2,3,5,2,4,5,5,3,4,2,4,4,5,7
"823",700301,24,0,5,5,3,5,5,3,3,5,5,4,5,3,4,5,5,2,5,2,4,5,5,0
"824",700302,24,0,3,4,3,3,2,3,2,3,2,3,3,3,2,3,2,2,2,1,3,2,2,7
"825",700307,24,0,3,3,3,4,4,3,2,2,2,2,3,3,4,3,2,2,2,2,2,2,3,7
"826",700308,24,0,5,5,4,5,5,3,3,5,4,4,4,3,3,5,3,3,3,2,5,4,4,7
"827",700317,24,0,5,5,5,5,5,5,4,5,3,3,5,5,5,4,3,2,5,3,5,4,5,7
"828",700322,24,0,4,4,3,5,5,4,4,4,3,3,4,3,3,3,3,2,4,2,3,3,3,7
"829",700329,24,0,3,3,3,3,2,2,2,2,3,2,5,4,2,4,2,1,2,1,3,3,3,7
"830",700339,24,0,3,5,2,1,1,2,2,2,2,2,3,2,3,3,4,3,3,1,1,2,2,7
"831",700356,24,0,3,5,3,3,3,3,2,2,3,2,5,3,4,3,5,2,3,2,3,3,3,7
"832",700359,24,0,5,5,3,2,5,2,2,3,4,2,5,5,5,5,4,2,4,2,2,4,3,7
"833",700370,24,0,4,5,4,3,4,4,3,2,4,2,2,3,4,4,4,2,4,3,3,4,4,7
"834",700371,24,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7
"835",700373,24,0,3,5,2,3,2,3,2,1,2,2,2,2,2,1,3,2,3,5,2,3,2,7
"836",700374,24,0,5,5,4,4,4,4,2,2,3,3,3,2,2,2,4,2,2,1,3,3,3,7
"837",700393,24,0,4,2,3,1,4,1,2,4,2,2,2,2,4,4,3,2,2,2,2,2,2,7
"838",700396,24,0,4,5,3,5,4,5,5,4,5,4,5,4,4,3,4,3,4,2,3,4,5,7
"839",700398,24,0,4,3,3,3,3,3,3,3,2,3,3,3,3,4,2,2,2,2,2,3,3,7
"840",700401,24,0,2,2,3,3,2,2,2,2,2,2,3,2,3,2,3,2,2,2,2,2,2,7
"841",700404,24,0,4,2,2,1,5,1,1,3,2,1,3,1,4,1,2,1,1,2,3,1,1,7
"842",700409,24,0,4,3,3,2,3,3,3,2,3,3,2,3,3,4,2,2,2,2,3,2,3,7
"843",700414,24,0,3,3,3,2,2,3,2,2,3,2,2,3,3,2,3,2,2,2,3,3,3,7
"844",700429,24,0,4,4,4,3,5,2,3,2,2,3,4,4,4,3,5,3,3,2,4,3,4,7
"845",700431,24,0,5,5,4,3,4,3,4,4,3,3,4,4,4,4,3,3,5,2,4,5,4,7
"846",700432,24,0,5,3,3,4,3,2,2,3,2,4,3,2,4,3,3,2,3,1,3,2,3,7
"847",700440,24,0,5,2,2,4,5,2,2,5,3,2,4,2,4,4,2,2,3,2,2,3,2,7
"848",700441,24,0,4,4,4,2,3,2,4,2,2,3,2,2,3,4,3,2,2,2,3,2,2,7
"849",700445,24,0,5,4,3,4,5,3,3,5,3,3,3,2,4,5,3,2,4,3,2,3,3,7
"850",700448,24,0,4,4,4,3,4,3,4,3,4,4,4,3,4,5,4,2,3,2,3,3,4,7
"851",700453,24,0,5,2,3,4,5,3,2,2,2,3,4,2,3,3,2,2,3,2,3,3,3,7
"852",700477,24,0,3,1,2,3,2,2,1,2,1,2,2,2,3,2,3,1,1,1,2,2,2,7
"853",700485,24,0,4,4,2,2,4,3,2,2,2,2,5,2,3,3,4,2,3,2,2,2,2,7
"854",700486,24,0,4,4,4,3,4,3,3,2,2,2,4,3,4,4,4,3,3,2,3,2,2,7
"855",700488,24,0,5,3,3,4,5,4,3,4,4,3,4,5,4,3,4,2,4,2,2,4,4,7
"856",700495,24,0,3,4,4,3,3,3,2,2,3,2,3,3,3,3,3,2,2,2,3,3,3,7
"857",700500,24,0,3,3,2,2,3,3,2,2,2,2,2,2,3,3,3,2,2,2,2,3,3,7
"858",700502,24,0,3,4,2,3,3,3,2,3,3,2,3,3,3,3,3,3,3,2,3,3,3,7
"859",700504,24,0,4,3,3,3,3,3,3,3,2,3,4,3,4,4,3,2,4,3,3,4,4,7
"860",700509,24,0,4,3,4,4,3,2,2,2,2,3,2,3,3,3,2,2,2,2,3,3,3,7
"861",700525,24,0,4,2,2,1,3,1,1,2,1,1,1,1,2,3,2,1,1,1,1,1,1,7
"862",700528,24,0,5,5,3,2,4,5,3,3,3,3,5,3,4,4,4,2,3,3,2,3,4,7
"863",700535,24,0,5,3,3,1,5,3,3,4,2,3,2,3,3,3,2,3,3,2,3,3,2,7
"864",700545,24,0,5,5,3,5,5,5,4,5,5,3,5,4,5,5,5,5,5,4,5,5,5,7
"865",700558,24,0,4,4,3,4,3,4,2,3,3,2,4,3,4,4,3,2,2,2,2,3,3,7
"866",700561,24,0,3,4,3,4,3,4,3,2,3,3,3,3,3,3,5,3,3,2,3,3,3,7
"867",700563,24,0,5,3,3,2,4,2,3,4,3,3,4,2,3,4,4,2,3,3,4,3,3,7
"868",700564,24,0,4,4,3,4,4,3,3,3,2,3,3,2,4,3,4,3,3,2,3,3,3,7
"869",700586,24,0,4,3,3,4,5,3,3,3,3,3,4,2,4,5,4,3,4,2,2,4,4,7
"870",700587,24,0,4,3,2,5,4,3,3,3,2,3,3,2,4,3,4,2,3,2,2,3,3,7
"871",700591,24,0,5,5,2,1,5,3,2,3,2,3,4,3,5,3,4,1,2,1,2,3,3,7
"872",700592,24,0,4,2,3,2,3,4,2,1,3,3,2,4,3,2,2,2,2,1,1,2,2,7
"873",700598,24,0,5,4,3,1,4,3,3,3,3,4,5,3,5,5,3,3,3,2,3,3,3,7
"874",700601,24,0,2,4,3,1,2,2,2,2,2,2,2,2,3,1,2,1,1,1,1,1,1,7
"875",700607,24,0,3,2,2,1,3,1,4,2,1,4,3,4,4,3,2,2,2,2,5,4,5,7
"876",700678,24,0,5,3,3,2,3,3,3,2,2,2,4,3,3,3,3,2,2,2,4,2,2,7
"877",700687,24,0,4,3,4,4,5,5,4,4,3,3,5,5,4,3,3,2,3,2,2,4,4,7
"878",700697,24,0,2,3,3,2,2,3,3,2,3,3,3,3,3,3,2,2,3,2,3,2,2,7
"879",700733,24,0,4,4,3,3,4,2,3,3,2,2,2,2,4,3,3,2,2,2,2,2,2,7
"880",700739,24,0,4,5,3,2,3,3,2,3,2,3,3,3,3,2,2,2,3,1,1,3,2,7
"881",700753,24,0,5,4,3,2,4,5,2,2,2,4,4,3,3,3,4,2,2,2,2,2,2,7
"882",700757,24,0,5,5,4,5,5,5,5,5,5,4,5,5,5,4,4,4,5,3,3,5,5,7
"883",700767,24,0,4,5,4,2,3,4,2,2,4,2,2,5,4,3,4,3,2,1,3,4,4,7
"884",700769,24,0,3,4,2,2,3,2,2,2,2,2,2,2,4,3,3,2,2,1,2,3,2,7
"885",700771,24,0,5,4,4,1,5,5,1,5,1,2,3,1,4,4,4,1,1,1,1,3,1,7
"886",700787,24,0,3,2,2,2,3,2,2,3,2,2,3,2,3,2,2,2,2,2,2,2,2,1
"887",700788,24,0,5,5,4,5,5,3,2,5,2,3,5,4,5,5,4,3,5,5,5,5,5,7
"888",700819,24,0,4,4,2,2,1,2,1,1,1,3,3,2,3,4,4,2,1,1,1,1,1,7
"889",700837,24,0,2,2,4,1,2,1,2,1,2,2,2,3,2,2,3,2,2,2,2,2,2,7
"890",700860,24,0,5,4,3,5,5,4,3,4,3,4,5,4,4,5,4,2,3,2,4,3,4,7
"891",700868,24,0,5,5,2,4,5,5,3,3,4,2,4,5,4,4,4,2,3,2,3,3,3,7
"892",700880,24,0,5,5,2,5,5,5,2,5,5,3,5,3,4,4,4,2,4,4,4,4,4,7
"893",700885,24,0,4,3,3,3,4,4,3,4,3,3,4,4,4,4,4,3,4,4,4,3,4,7
"894",700887,24,0,3,3,2,1,3,1,2,2,1,2,2,1,3,3,3,2,1,1,1,1,1,7
"895",800029,24,0,3,3,4,2,4,2,3,2,2,2,4,3,4,3,4,2,2,2,3,3,2,8
"896",800030,24,0,4,3,3,2,4,1,2,2,2,2,4,4,4,3,3,2,4,2,3,2,2,8
"897",800036,24,0,3,4,3,3,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,2,1,8
"898",800041,24,0,2,2,3,2,3,3,2,1,2,2,3,2,3,2,2,2,3,1,3,3,2,8
"899",800052,24,0,4,2,2,4,4,3,2,3,2,1,3,2,4,3,3,2,3,1,2,3,2,8
"900",800064,24,0,5,5,4,5,5,5,1,5,4,3,2,3,5,3,5,2,5,2,1,1,1,8
"901",800077,24,0,4,4,4,4,4,3,3,4,3,4,4,3,4,4,4,3,4,3,3,3,3,8
"902",800080,24,0,3,3,3,1,3,2,2,2,2,1,3,2,3,3,2,2,2,2,2,2,2,8
"903",800092,24,0,3,3,2,2,3,2,3,2,2,2,2,3,3,3,3,2,2,2,2,2,2,8
"904",800099,24,0,5,4,2,5,5,4,2,2,3,3,5,4,5,5,3,2,3,2,5,4,4,8
"905",800104,24,0,3,3,2,1,3,1,3,3,2,2,3,2,3,2,2,2,2,2,2,2,2,8
"906",800109,24,0,5,5,3,2,5,3,4,5,4,3,4,4,4,5,4,3,4,4,3,4,4,8
"907",800134,24,0,5,4,3,3,5,3,3,4,4,4,4,4,5,4,4,2,3,2,3,3,3,8
"908",800137,24,0,3,4,4,4,3,3,2,2,3,4,3,3,4,3,3,3,4,2,3,5,4,8
"909",800138,24,0,5,5,4,3,5,3,2,3,2,3,3,3,4,4,3,2,3,2,2,4,3,8
"910",800155,24,0,4,4,5,5,4,4,4,3,4,3,2,2,4,3,4,3,4,2,2,3,4,8
"911",800177,24,0,5,2,4,4,5,3,1,3,1,1,4,1,4,3,1,1,3,1,3,1,1,8
"912",800187,24,0,4,5,3,2,3,5,3,2,2,2,3,2,3,4,4,2,3,2,4,3,3,8
"913",800189,24,0,5,3,2,3,5,4,2,3,3,2,4,3,3,4,3,2,3,3,3,3,3,8
"914",800200,24,0,4,4,3,4,4,3,3,3,3,3,3,3,4,3,3,3,3,2,3,3,3,8
"915",800211,24,0,5,5,4,4,5,5,4,4,5,4,4,4,4,4,3,2,4,3,4,3,3,8
"916",800218,24,0,5,5,5,5,4,3,4,4,5,3,5,3,4,4,4,3,3,3,4,3,4,8
"917",800222,24,0,3,4,2,3,3,4,2,3,3,3,3,3,3,3,4,2,3,1,2,3,3,8
"918",800227,24,0,3,3,3,2,3,2,2,2,2,2,3,2,4,3,3,2,2,2,2,2,2,8
"919",800229,24,0,4,2,3,1,4,4,2,3,2,2,3,2,3,3,2,2,2,2,2,3,3,8
"920",800233,24,0,3,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,8
"921",800271,24,0,4,4,4,3,4,4,3,2,2,3,4,4,3,3,3,2,2,2,2,2,3,8
"922",800277,24,0,4,5,3,2,4,2,3,3,2,3,4,4,4,3,5,3,3,2,3,2,3,8
"923",800278,24,0,4,4,3,1,4,3,3,4,3,2,4,2,3,4,4,2,3,2,3,2,2,8
"924",800288,24,0,5,5,4,2,5,3,2,3,5,3,5,3,4,4,3,2,3,3,3,2,3,8
"925",800291,24,0,3,4,3,1,2,2,2,3,2,2,3,3,3,3,3,2,2,2,1,1,1,8
"926",800292,24,0,4,2,2,5,5,5,4,5,5,5,5,5,5,5,4,4,5,4,5,5,5,8
"927",800296,24,0,5,1,3,2,4,1,2,3,2,3,3,2,5,5,4,2,1,2,4,4,3,8
"928",800307,24,0,5,5,3,2,4,3,2,3,3,2,4,3,3,5,4,3,2,2,2,4,3,8
"929",800323,24,0,5,4,3,2,5,5,2,2,3,4,4,4,3,2,3,2,2,2,3,3,3,8
"930",800343,24,0,4,4,5,3,4,3,3,4,4,3,4,5,3,4,3,2,3,3,3,3,5,8
"931",800347,24,0,3,3,3,2,2,2,2,2,3,2,3,2,2,2,3,2,2,2,2,2,2,8
"932",800359,24,0,3,5,3,2,3,2,2,2,2,3,3,2,3,3,3,2,2,1,2,2,2,8
"933",800378,24,0,5,5,5,5,5,5,3,5,5,3,5,5,5,5,5,5,5,3,3,5,5,8
"934",800394,24,0,2,3,3,3,3,3,2,3,2,2,3,4,3,2,2,4,3,2,3,3,2,8
"935",800398,24,0,3,5,4,3,3,4,3,2,5,3,4,4,5,2,5,3,4,2,4,3,4,8
"936",800412,24,0,5,4,4,5,5,5,3,5,4,3,4,4,4,5,3,2,3,2,3,3,3,8
"937",800444,24,0,4,3,3,4,3,3,2,2,3,2,2,2,3,2,2,2,2,2,2,3,2,8
"938",800447,24,0,3,3,3,3,3,2,2,4,3,3,3,3,4,3,4,3,3,2,3,3,2,8
"939",800457,24,0,3,3,3,2,3,3,2,2,2,2,3,3,3,2,3,2,2,2,2,3,2,8
"940",800466,24,0,4,5,4,5,4,5,4,4,5,5,4,4,5,4,5,3,4,3,4,5,5,8
"941",800478,24,0,4,4,3,3,4,3,2,4,3,2,4,3,3,3,3,2,5,3,5,3,3,8
"942",800480,24,0,3,5,3,2,3,3,3,2,3,2,3,4,3,3,4,2,2,2,3,2,2,8
"943",800499,24,0,4,3,2,3,4,2,2,4,3,2,4,3,3,3,3,3,3,2,3,3,3,8
"944",800509,24,0,4,5,3,2,4,3,3,3,3,3,3,3,3,2,4,2,4,2,3,3,3,8
"945",800513,24,0,4,3,3,3,3,3,3,2,3,2,4,3,3,4,3,2,3,3,3,3,3,8
"946",800515,24,0,4,3,1,2,3,2,1,3,4,3,3,4,4,3,2,2,2,2,2,4,4,8
"947",800516,24,0,5,4,3,2,4,2,3,2,2,3,3,2,3,3,2,2,2,2,3,3,2,8
"948",800528,24,0,3,3,3,3,3,3,2,3,3,3,3,1,3,3,3,2,2,2,2,2,3,8
"949",800534,24,0,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,3,4,3,4,4,4,8
"950",800540,24,0,5,4,3,5,5,5,3,5,5,3,5,3,5,5,5,3,5,5,5,5,5,8
"951",800542,24,0,4,3,2,1,5,2,2,5,2,2,5,2,3,4,2,2,2,2,3,3,2,8
"952",800554,24,0,4,4,3,3,5,4,4,3,3,3,4,3,4,3,4,2,3,2,4,2,3,8
"953",800559,24,0,5,4,4,5,5,3,5,4,3,3,4,5,5,4,3,2,4,2,5,4,5,8
"954",800566,24,0,5,4,3,3,5,3,2,4,5,3,5,5,3,5,4,2,2,3,3,3,4,8
"955",800572,24,0,3,5,3,2,3,3,3,4,5,3,4,4,4,4,5,3,2,3,3,2,3,8
"956",800580,24,0,3,4,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,8
"957",800581,24,0,4,4,2,2,2,3,2,2,2,3,4,2,3,2,2,2,2,1,3,2,2,8
"958",800595,24,0,5,3,4,5,5,4,3,4,4,2,4,2,4,4,2,2,4,3,4,4,3,8
"959",800605,24,0,3,4,3,2,2,2,3,2,3,2,3,2,3,2,2,2,2,2,3,2,2,8
"960",800631,24,0,3,4,3,4,3,4,3,3,3,3,3,3,4,3,4,2,2,2,2,2,2,8
"961",800632,24,0,4,4,3,4,5,3,4,4,4,3,4,3,3,4,4,3,3,2,4,3,4,8
"962",800635,24,0,3,3,2,2,2,2,1,2,1,1,1,1,3,2,4,1,1,1,2,1,1,8
"963",800640,24,0,4,2,3,2,3,3,3,4,2,3,4,4,3,3,2,2,2,2,3,3,2,8
"964",800643,24,0,3,5,3,4,4,2,5,2,3,2,2,4,4,2,4,3,3,1,2,3,2,8
"965",800649,24,0,4,4,3,2,5,5,4,3,3,4,5,3,5,5,4,4,4,2,3,4,4,8
"966",800663,24,0,5,5,5,4,5,3,2,4,3,2,3,3,4,4,4,2,3,3,3,3,3,8
"967",800668,24,0,4,3,4,5,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3,4,4,8
"968",800670,24,0,4,5,3,5,5,4,4,5,5,5,5,5,5,5,4,4,5,4,5,4,5,8
"969",800690,24,0,5,4,4,5,5,5,3,5,4,3,4,5,5,5,4,3,4,3,3,5,5,8
"970",800712,24,0,2,1,5,5,3,3,1,5,5,5,5,5,5,5,5,5,5,1,4,1,5,8
"971",800722,24,0,5,4,4,5,5,4,3,3,3,4,4,5,5,4,3,3,4,3,3,5,5,8
"972",800745,24,0,3,5,5,5,4,5,3,3,3,5,4,5,4,3,4,3,4,3,4,5,5,8
"973",800750,24,0,3,2,2,3,3,3,2,2,2,2,3,2,3,2,2,2,3,2,2,2,2,8
"974",800764,24,0,4,3,3,3,3,4,2,2,2,2,4,2,2,4,4,2,3,2,2,3,3,8
"975",800769,24,0,3,4,3,3,3,4,3,3,2,3,3,3,2,2,3,2,2,2,4,3,3,8
"976",800786,24,0,4,4,3,5,4,4,4,4,4,3,4,3,4,3,3,3,3,3,3,4,4,8
"977",800787,24,0,5,4,4,1,5,2,4,5,4,3,5,3,4,5,4,2,3,5,4,2,2,8
"978",800802,24,0,5,3,4,3,4,2,3,3,2,2,5,2,4,4,3,2,4,2,3,3,4,8
"979",800810,24,0,4,3,2,2,4,2,1,2,1,1,1,2,3,2,3,2,2,1,3,2,3,5
"980",800813,24,0,2,3,3,4,3,3,3,2,3,3,3,3,3,2,2,2,3,2,3,4,4,8
"981",800839,24,0,4,5,4,5,5,5,4,5,4,4,4,5,5,5,5,5,4,4,4,4,4,8
"982",800846,24,0,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,4,4,4,3,4,5,8
"983",800847,24,0,4,3,2,2,4,2,2,3,3,2,4,2,3,3,4,2,2,2,3,2,2,8
"984",800856,24,0,4,3,2,2,4,4,4,4,4,2,4,4,3,3,2,2,2,2,2,2,2,8
"985",800867,24,0,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,3,3,2,3,3,3,8
"986",800868,24,0,3,4,4,3,4,3,2,3,4,2,4,3,4,3,3,2,2,3,3,3,3,8
"987",800870,24,0,5,3,3,1,5,1,2,5,1,2,5,1,4,4,3,2,3,2,3,2,2,8
"988",800884,24,0,3,2,3,4,3,2,2,3,3,3,3,2,2,3,2,1,3,2,1,3,2,8
"989",800896,24,0,4,3,4,4,4,4,3,4,3,4,5,4,4,4,4,4,4,4,3,4,3,8
"990",800901,24,0,5,4,3,3,5,2,2,3,2,3,4,4,4,3,4,2,3,2,2,3,3,8
"991",800902,24,0,3,3,5,2,4,4,4,4,4,3,4,4,3,3,4,3,3,2,3,2,3,8
"992",800906,24,0,5,4,4,3,5,3,3,4,2,3,5,4,4,4,4,2,4,3,4,4,4,8
"993",800923,24,0,4,3,3,2,3,2,3,3,3,2,4,3,3,3,3,3,3,3,3,3,3,8
"994",800933,24,0,5,4,3,4,5,3,3,4,3,3,5,3,4,5,4,3,3,1,2,4,4,8
"995",800935,24,0,5,5,3,4,5,5,2,4,4,3,5,4,4,5,4,2,4,3,3,5,5,8
"996",800936,24,0,5,3,3,1,5,2,3,3,2,2,4,2,3,4,3,2,2,1,1,3,2,8
"997",800943,24,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8
"998",800944,24,0,5,5,3,5,5,5,5,5,3,3,4,3,4,5,3,3,3,3,3,3,3,8
"999",800951,24,0,4,3,1,1,4,1,3,3,2,2,3,2,2,3,3,2,1,2,5,2,3,8
"1000",800961,24,0,4,3,2,1,3,1,2,3,2,1,3,2,3,2,3,2,3,2,1,1,1,8
"1001",800966,24,0,3,2,4,3,3,3,3,2,3,3,4,4,3,3,3,2,2,2,3,3,3,8
"1002",800967,24,0,5,5,3,2,5,5,3,5,3,2,5,4,4,5,3,2,4,3,3,2,3,8
"1003",800977,24,0,3,3,4,5,3,1,1,2,3,1,4,1,1,1,2,2,4,3,5,3,3,8
"1004",800988,24,0,4,4,3,4,5,4,2,3,3,2,4,2,4,3,2,2,4,2,2,3,3,8
"1005",800996,24,0,4,4,4,3,3,4,3,3,3,3,3,4,4,3,4,2,2,2,2,2,2,8
"1006",801013,24,0,3,3,3,2,2,2,3,2,2,2,3,2,2,3,2,2,2,2,2,2,2,8
"1007",900001,24,0,4,2,2,1,3,2,2,2,2,2,4,3,4,3,2,2,2,1,2,2,2,9
"1008",900004,24,0,5,2,3,2,5,2,2,2,2,3,3,2,3,2,3,2,3,2,3,3,3,9
"1009",900010,24,0,4,3,3,3,4,2,3,3,2,2,4,2,3,4,3,2,3,2,3,3,3,9
"1010",900014,24,0,3,5,5,3,5,3,5,3,3,3,3,4,5,4,5,3,4,2,4,4,5,9
"1011",900023,24,0,3,4,4,2,3,2,3,2,3,2,3,2,2,3,3,2,2,2,3,2,2,9
"1012",900024,24,0,5,5,4,5,5,5,3,5,3,3,5,3,3,5,3,3,5,3,3,5,5,9
"1013",900027,24,0,3,4,3,4,4,3,2,3,3,3,4,3,4,3,3,2,4,2,3,3,3,9
"1014",900032,24,0,5,4,3,5,5,5,4,4,4,4,5,5,4,5,4,4,5,3,4,2,3,9
"1015",900042,24,0,5,5,3,1,4,4,2,3,3,2,4,4,3,3,4,2,1,1,1,1,1,9
"1016",900052,24,0,4,2,3,2,3,3,2,3,3,2,3,2,2,2,2,2,2,1,2,3,3,9
"1017",900053,24,0,4,2,4,3,3,2,3,4,2,3,3,2,4,4,3,2,3,2,3,3,2,9
"1018",900055,24,0,3,3,3,2,2,3,3,3,2,3,3,2,4,3,2,2,2,2,2,2,2,9
"1019",900058,24,0,5,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,9
"1020",900064,24,0,4,3,3,4,3,5,2,3,4,3,3,4,4,4,3,3,3,2,3,4,3,9
"1021",900065,24,0,4,3,3,3,3,2,2,3,3,2,4,3,3,3,4,2,3,2,3,2,2,9
"1022",900068,24,0,4,5,2,2,4,4,3,2,2,2,3,4,4,3,3,2,3,2,3,4,3,9
"1023",900076,24,0,4,3,5,2,3,2,3,3,3,2,3,2,4,3,3,2,2,2,3,2,2,9
"1024",900085,24,0,2,2,3,4,1,4,3,5,5,2,4,4,4,5,4,3,1,3,4,3,5,9
"1025",900090,24,0,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,1,1,2,9
"1026",900093,24,0,5,4,2,4,4,3,4,5,3,2,4,3,4,4,3,2,2,2,2,2,3,9
"1027",900097,24,0,5,5,3,4,4,3,2,3,4,3,4,3,4,4,3,2,3,3,2,3,3,9
