"","ID","CODEPER","REL","PCR24_01","PCR24_02","PCR24_03","PCR24_04","PCR24_05","PCR24_06","PCR24_07","PCR24_08","PCR24_09","PCR24_10","PCR24_11","PCR24_12","PCR24_13","PCR24_14","PCR24_15","PCR24_16","PCR24_17","PCR24_18","PCR24_19","PCR24_20","PCR24_21","SITE"
"1",10,24,0,5,4,5,3,5,3,4,4,3,2,4,3,2,5,3,2,1,4,5,3,3,0
"2",14,24,0,4,3,2,2,4,2,2,3,2,3,4,2,4,3,3,2,3,2,2,3,2,0
"3",26,24,0,3,4,3,2,4,3,4,3,3,3,3,2,4,3,2,2,2,1,2,3,3,0
"4",32,24,0,3,3,3,3,3,3,2,3,3,3,3,3,4,3,3,2,2,2,2,2,2,0
"5",52,24,0,5,5,4,3,4,2,5,5,5,4,4,3,5,5,5,4,4,3,5,4,4,0
"6",56,24,0,4,3,2,3,3,1,2,2,2,3,4,2,4,3,5,3,2,2,2,2,2,0
"7",61,24,0,4,4,4,4,4,4,5,5,5,5,5,5,4,4,4,5,5,5,5,5,4,0
"8",63,24,0,4,4,3,3,4,3,3,3,2,2,5,3,4,4,3,2,3,2,3,2,3,0
"9",64,24,0,5,5,4,4,4,4,5,4,4,4,4,4,5,4,5,3,3,2,3,4,3,0
"10",70,24,0,3,4,3,2,3,3,3,2,3,2,2,2,3,3,2,2,2,2,3,2,3,0
"11",71,24,0,5,4,3,4,5,4,3,4,5,3,5,4,4,5,3,2,3,2,4,3,3,0
"12",97,24,0,1,2,5,3,2,1,1,1,3,2,1,3,2,3,1,1,2,2,3,3,2,0
"13",100,24,0,2,2,2,2,2,2,2,2,1,2,3,1,3,2,1,2,2,1,2,2,2,0
"14",115,24,0,4,4,4,2,4,3,2,4,3,3,3,3,4,3,3,3,3,2,2,4,3,0
"15",122,24,0,5,4,3,5,3,5,3,5,4,3,3,3,3,3,3,2,3,2,3,3,3,0
"16",134,24,0,4,5,4,3,3,4,4,4,5,5,4,5,4,4,4,3,3,2,2,2,3,0
"17",152,24,0,3,2,2,3,2,4,2,2,2,2,2,2,2,2,2,2,3,1,2,3,3,0
"18",178,24,0,4,5,5,2,5,5,3,5,2,3,5,3,4,4,5,5,4,2,3,4,3,0
"19",179,24,0,3,2,2,2,2,1,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,0
"20",182,24,0,5,3,5,3,5,2,4,5,3,3,5,2,4,5,2,3,5,2,3,2,3,0
"21",184,24,0,5,4,3,2,5,3,2,4,2,3,3,2,3,2,4,2,3,2,2,2,3,0
"22",196,24,0,5,5,4,5,5,3,3,5,3,4,4,2,4,4,5,2,4,2,4,5,4,0
"23",206,24,0,4,3,3,2,4,2,3,4,2,2,3,2,3,2,3,2,2,2,2,2,2,0
"24",218,24,0,4,3,3,2,3,2,2,2,2,3,3,2,3,2,3,2,3,2,4,3,2,0
"25",227,24,0,4,4,5,2,3,4,5,5,5,3,4,5,4,2,4,2,2,4,4,3,3,0
"26",228,24,0,4,4,4,4,4,5,4,4,2,3,4,2,4,4,3,2,4,2,3,4,3,0
"27",244,24,0,5,2,3,5,5,4,2,5,4,3,4,4,4,4,4,2,5,3,5,5,5,0
"28",265,24,0,4,3,2,2,3,3,3,3,2,2,3,2,4,3,3,2,2,2,2,2,2,0
"29",272,24,0,5,5,4,5,5,5,5,5,5,4,5,5,5,5,5,3,4,3,3,3,4,0
"30",273,24,0,4,3,5,2,4,2,2,3,3,4,4,2,3,3,4,2,3,2,3,3,3,0
"31",274,24,0,4,3,2,2,3,2,2,3,2,3,3,2,2,3,2,2,3,3,3,2,2,0
"32",283,24,0,4,4,4,5,4,5,4,4,3,3,4,3,3,3,3,2,3,2,2,3,4,0
"33",288,24,0,4,3,2,2,5,4,2,2,3,2,3,3,3,2,3,2,2,2,2,2,2,0
"34",293,24,0,4,4,3,2,3,3,3,2,3,2,3,3,3,5,4,2,2,2,2,2,3,0
"35",301,24,0,5,5,5,4,4,3,5,4,3,4,5,4,5,5,4,5,4,4,5,5,5,0
"36",307,24,0,4,5,5,5,5,5,5,4,4,4,3,4,5,3,5,4,4,1,3,3,5,0
"37",311,24,0,5,4,3,1,3,2,2,4,2,2,4,2,4,2,2,2,2,1,2,2,2,0
"38",318,24,0,2,3,2,2,3,2,2,2,3,2,3,2,3,2,2,2,2,2,3,2,2,0
"39",344,24,0,5,3,3,3,4,3,4,3,3,3,3,2,3,3,3,2,3,2,2,3,3,0
"40",345,24,0,3,5,3,3,4,5,3,2,3,3,3,4,5,2,4,2,2,1,2,3,3,0
"41",347,24,0,5,4,1,2,4,4,1,4,3,5,3,3,4,3,5,3,3,3,3,2,2,0
"42",372,24,0,4,3,5,1,5,2,5,4,5,2,5,3,5,5,5,2,4,5,2,5,1,0
"43",380,24,0,5,5,3,2,5,4,3,3,3,3,4,3,4,3,5,3,3,2,3,2,2,0
"44",412,24,0,4,3,3,3,4,3,3,3,3,3,3,2,3,4,3,2,2,3,3,4,3,0
"45",413,24,0,3,2,5,3,3,2,2,3,2,2,3,1,3,3,3,2,2,1,3,2,3,0
"46",419,24,0,4,3,2,2,4,4,1,3,2,2,4,3,3,3,3,2,2,2,3,2,2,0
"47",427,24,0,5,5,5,3,5,4,3,5,5,5,5,5,4,5,5,4,4,4,4,4,4,0
"48",435,24,0,3,4,3,2,3,3,2,2,2,3,4,3,3,2,4,2,3,2,2,2,2,0
"49",439,24,0,5,3,3,5,4,3,3,3,3,3,4,3,3,3,3,2,3,2,2,3,2,0
"50",446,24,0,3,2,3,4,5,5,3,2,2,2,2,3,4,3,2,2,2,2,4,3,4,0
"51",447,24,0,4,5,4,4,4,5,3,4,3,3,4,4,4,3,3,3,2,2,2,3,3,0
"52",452,24,0,2,4,4,4,2,4,3,2,2,2,2,2,3,3,3,2,2,2,3,3,3,0
"53",453,24,0,5,5,5,3,5,3,3,3,2,4,4,3,4,2,5,3,3,2,3,2,3,0
"54",464,24,0,3,4,3,3,3,2,2,3,3,3,3,2,3,3,2,2,3,2,2,3,3,0
"55",482,24,0,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,3,5,4,5,5,5,0
"56",489,24,0,4,5,3,5,4,5,3,4,4,3,4,4,5,5,5,3,5,3,4,4,5,0
"57",490,24,0,5,5,3,4,5,4,4,5,5,3,5,3,4,5,4,3,5,2,3,3,4,0
"58",518,24,0,4,4,3,2,3,4,5,4,1,2,3,1,1,2,3,1,1,1,3,3,1,0
"59",521,24,0,4,4,3,4,4,3,3,3,3,3,4,3,5,4,4,2,4,2,4,4,2,0
"60",522,24,0,4,4,4,5,3,2,2,3,2,4,2,4,4,4,4,2,4,2,3,4,4,0
"61",525,24,0,5,4,NA,2,4,2,3,5,3,2,5,3,3,4,3,3,4,NA,3,3,3,0
"62",534,24,0,5,5,5,5,4,5,5,5,4,4,4,4,4,4,4,4,5,3,4,5,5,0
"63",535,24,0,4,3,3,2,3,4,3,3,3,2,3,3,4,3,2,2,2,2,2,2,2,0
"64",544,24,0,4,3,1,1,4,2,1,3,2,2,3,2,3,3,3,1,1,2,2,3,1,0
"65",557,24,0,4,3,5,4,4,2,5,3,3,3,4,3,3,2,3,2,3,2,4,3,3,0
"66",573,24,0,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,4,4,4,4,4,0
"67",577,24,0,4,4,3,4,4,3,3,3,2,2,4,2,3,3,5,2,3,2,2,2,3,0
"68",585,24,0,3,4,3,4,4,4,3,4,4,3,3,4,4,2,5,2,2,2,3,4,4,0
"69",592,24,0,3,4,4,3,4,3,3,3,3,3,4,4,3,3,3,2,3,2,4,3,3,0
"70",605,24,0,4,4,2,3,2,4,3,2,3,2,3,3,4,3,4,2,2,2,2,2,2,0
"71",607,24,0,5,2,3,1,4,3,2,3,2,3,5,2,3,3,3,2,3,2,3,1,1,0
"72",617,24,0,4,3,2,3,4,2,2,3,2,3,4,2,4,5,3,2,3,2,2,2,2,0
"73",622,24,0,5,5,5,3,4,4,2,3,2,3,4,2,5,4,5,3,4,2,3,3,4,0
"74",631,24,0,4,5,3,2,4,3,4,4,4,5,4,3,5,4,5,3,4,3,3,3,4,0
"75",654,24,0,3,3,2,1,3,1,1,2,1,1,3,2,2,1,3,2,1,1,1,1,2,0
"76",662,24,0,5,3,3,5,5,5,3,5,4,2,3,4,3,3,2,2,3,2,3,3,3,0
"77",674,24,0,4,3,2,2,3,2,2,3,2,3,3,4,3,3,4,2,3,3,3,3,3,0
"78",688,24,0,4,3,3,3,4,4,2,3,3,2,2,4,3,4,2,1,2,1,3,2,3,0
"79",692,24,0,4,3,4,3,3,4,4,2,2,2,2,3,4,3,4,3,4,3,4,3,3,0
"80",693,24,0,4,4,3,4,4,2,3,3,4,4,3,2,4,4,4,2,4,2,2,2,4,0
"81",739,24,0,3,4,3,2,3,4,2,3,4,2,3,4,3,4,3,3,2,2,2,3,4,0
"82",741,24,0,4,5,4,5,4,5,4,4,5,4,4,5,4,4,3,3,4,3,4,5,4,0
"83",743,24,0,5,5,3,2,5,2,2,2,2,4,5,2,5,4,5,2,2,2,2,3,2,0
"84",749,24,0,4,4,3,5,4,5,2,3,3,3,4,5,5,4,4,3,4,3,3,5,5,0
"85",751,24,0,3,3,3,2,3,2,1,2,2,2,3,1,3,2,3,1,2,1,2,1,3,0
"86",770,24,0,5,3,4,2,5,2,2,5,3,2,4,3,4,3,4,2,3,3,2,1,1,0
"87",780,24,0,4,5,4,3,4,5,3,3,3,3,4,5,3,5,5,2,3,2,3,3,4,0
"88",786,24,0,4,3,3,2,2,3,2,2,2,3,3,3,4,2,3,1,2,1,1,3,2,0
"89",788,24,0,4,5,3,5,4,5,4,4,3,4,4,5,5,5,5,3,5,2,4,4,4,0
"90",793,24,0,5,5,4,2,5,2,3,4,2,3,5,2,4,4,3,2,3,2,2,2,2,0
"91",795,24,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,2,5,5,5,0
"92",824,24,0,4,3,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0
"93",842,24,0,5,5,3,3,5,4,3,5,2,3,5,4,5,5,5,2,3,2,3,3,3,0
"94",847,24,0,4,3,3,4,3,3,2,3,2,3,4,2,3,3,2,1,3,1,1,3,3,0
"95",859,24,0,5,3,4,5,5,4,4,5,2,3,5,2,5,5,3,4,4,3,4,4,4,0
"96",863,24,0,4,2,3,4,4,3,3,3,3,3,3,4,4,4,3,2,4,2,3,3,4,0
"97",882,24,0,5,3,2,1,5,2,3,3,2,3,3,2,2,5,2,2,2,2,3,2,2,0
"98",889,24,0,4,4,3,2,3,1,3,2,3,3,4,2,3,3,2,2,3,2,3,2,3,0
"99",899,24,0,4,5,2,3,3,3,3,4,3,3,4,4,4,3,4,4,3,4,4,3,5,0
"100",905,24,0,3,3,2,3,2,5,5,2,2,5,3,5,5,3,3,3,4,2,4,3,4,0
"101",916,24,0,5,4,3,3,5,2,4,5,3,3,4,4,4,4,4,3,4,2,3,3,3,0
"102",923,24,0,3,3,4,1,3,1,3,3,2,3,2,2,3,2,3,2,2,1,1,3,2,0
"103",928,24,0,5,5,5,4,5,5,4,5,5,5,2,5,5,4,5,3,5,3,3,3,5,0
"104",935,24,0,4,3,3,5,4,4,3,3,3,3,4,4,4,3,5,2,3,2,2,3,4,0
"105",941,24,0,4,5,3,5,4,5,4,3,1,5,4,2,5,3,3,2,5,3,5,4,5,0
"106",954,24,0,3,3,3,4,3,3,2,3,3,2,4,3,4,2,4,2,2,1,3,2,3,0
"107",958,24,0,4,3,4,5,5,4,4,3,5,4,5,3,3,3,4,2,3,2,4,4,4,0
"108",960,24,0,4,4,3,3,4,3,4,4,2,3,4,2,4,4,3,2,3,2,3,3,3,0
"109",967,24,0,4,4,4,5,5,5,3,4,2,3,4,3,4,5,4,4,4,4,4,5,5,0
"110",970,24,0,4,4,4,4,4,5,3,3,4,4,4,5,4,4,3,3,4,2,3,4,4,0
"111",993,24,0,4,3,3,3,5,2,2,5,2,1,4,2,3,4,3,2,4,3,2,3,2,0
"112",995,24,0,5,1,1,3,3,2,2,3,3,3,3,2,5,1,3,2,3,2,2,3,3,0
"113",1006,24,0,5,5,5,3,4,3,5,5,3,3,4,4,4,4,5,4,4,4,3,3,4,0
"114",1009,24,0,5,5,2,5,5,2,2,5,2,3,5,2,5,5,5,2,5,2,4,4,4,0
"115",100001,24,0,3,3,3,2,2,2,2,2,2,2,3,3,2,3,4,4,2,2,2,2,2,1
"116",100007,24,0,5,4,4,5,5,5,2,5,3,3,4,3,3,3,2,2,2,2,2,5,4,1
"117",100040,24,0,5,5,4,2,5,3,3,4,2,3,2,2,4,5,3,2,2,1,2,2,2,1
"118",100047,24,0,3,4,3,1,3,2,2,2,3,3,2,2,4,4,3,2,1,2,2,3,2,1
"119",100049,24,0,4,4,2,2,4,2,2,2,2,2,3,2,4,3,4,2,2,2,3,3,2,1
"120",100067,24,0,3,4,2,2,3,2,2,2,2,2,3,2,3,3,3,2,2,2,2,2,2,1
"121",100069,24,0,4,4,4,4,4,4,3,2,3,3,4,4,3,3,3,2,2,2,2,3,3,1
"122",100070,24,0,5,3,2,1,5,3,2,4,4,2,4,3,3,2,2,2,2,2,2,2,2,1
"123",100074,24,0,3,4,2,4,3,5,2,3,3,2,5,5,3,3,3,1,2,2,2,2,3,1
"124",100080,24,0,4,4,3,3,4,3,2,3,2,3,3,2,3,3,2,3,3,2,3,4,3,1
"125",100081,24,0,3,1,5,3,3,4,3,2,3,3,3,3,4,4,4,4,4,2,2,3,3,1
"126",100100,24,0,4,3,3,2,4,3,3,3,2,3,3,3,3,3,3,2,2,2,2,2,2,1
"127",100109,24,0,4,3,3,2,3,3,3,3,3,3,3,4,4,2,2,2,2,3,2,2,2,1
"128",100132,24,0,3,4,2,4,4,2,3,4,3,3,4,3,4,3,3,2,2,5,2,4,3,1
"129",100142,24,0,4,4,2,1,2,2,2,1,2,1,3,1,4,2,3,2,2,2,2,1,1,1
"130",100156,24,0,2,2,5,4,2,2,2,2,4,3,3,3,4,3,3,2,3,2,5,3,2,1
"131",100157,24,0,3,2,3,1,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1
"132",100170,24,0,3,1,2,1,2,1,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,1
"133",100172,24,0,4,5,2,1,5,3,2,4,2,1,3,2,3,2,5,2,1,1,1,1,2,1
"134",100195,24,0,1,1,1,2,1,2,3,2,1,1,3,1,2,2,2,2,2,2,2,2,2,1
"135",100200,24,0,3,3,3,1,3,3,2,1,3,2,2,3,3,2,2,2,2,2,3,2,2,1
"136",100213,24,0,4,4,3,4,3,3,3,2,3,3,2,3,3,3,4,2,2,2,3,3,3,1
"137",100220,24,0,5,2,3,3,5,5,3,4,3,3,4,4,4,5,2,2,3,1,3,3,3,1
"138",100233,24,0,3,3,2,3,3,4,1,2,2,2,3,3,3,4,2,2,1,2,1,3,2,1
"139",100249,24,0,3,3,2,4,3,2,3,2,3,3,2,2,2,2,3,2,2,1,2,2,3,8
"140",100250,24,0,5,5,5,2,5,2,2,2,3,3,4,5,5,5,5,2,2,3,3,4,3,1
"141",100257,24,0,4,4,5,4,5,4,5,5,4,3,5,5,5,4,4,3,3,1,2,1,1,1
"142",100265,24,0,2,4,2,2,2,2,3,2,2,2,3,2,3,2,3,2,2,2,2,2,2,1
"143",100268,24,0,4,3,3,3,3,1,2,2,3,3,3,2,3,2,3,2,2,2,2,2,1,1
"144",100272,24,0,4,4,2,3,2,2,2,3,2,2,2,2,3,3,3,2,2,2,2,2,2,1
"145",100286,24,0,4,3,4,1,3,1,4,1,1,4,3,1,4,3,4,2,2,1,1,1,2,1
"146",100295,24,0,4,4,3,4,4,5,3,3,5,3,4,4,4,3,3,3,3,2,2,4,4,7
"147",100308,24,0,4,4,3,3,3,4,2,2,3,3,3,3,3,3,3,2,3,2,2,3,3,1
"148",100309,24,0,1,3,2,3,3,2,2,3,2,3,3,3,1,4,2,3,3,3,2,3,3,1
"149",100312,24,0,3,3,2,2,2,4,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,1
"150",100322,24,0,4,4,3,4,4,4,3,4,3,3,3,3,4,3,3,2,2,1,3,3,3,1
"151",100334,24,0,4,3,3,2,4,4,2,3,2,2,4,3,3,4,3,2,2,2,3,3,2,1
"152",100337,24,0,2,4,4,3,3,3,3,2,3,4,4,4,3,3,4,2,2,2,2,3,3,1
"153",100341,24,0,4,3,4,3,3,3,2,2,3,3,4,4,4,3,4,2,2,2,3,3,2,1
"154",100343,24,0,2,2,3,4,2,2,2,2,2,3,2,2,4,2,2,2,4,2,4,2,4,1
"155",100348,24,0,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"156",100357,24,0,4,5,3,2,5,4,1,5,4,3,4,3,3,3,3,2,2,1,2,2,2,1
"157",100361,24,0,3,2,3,3,3,3,2,3,2,2,3,2,3,3,2,2,2,4,2,4,2,1
"158",100364,24,0,5,5,4,1,5,2,3,3,3,3,3,2,2,3,4,2,3,2,3,3,3,1
"159",100368,24,0,3,4,2,2,5,3,1,3,2,3,3,2,4,3,4,2,3,2,2,3,2,1
"160",100372,24,0,4,3,2,3,3,4,2,2,2,2,3,3,2,3,3,2,3,1,2,2,3,1
"161",100374,24,0,4,4,3,1,4,4,3,2,2,2,4,4,2,4,4,1,2,1,2,2,2,1
"162",100377,24,0,5,5,3,1,3,3,2,2,2,3,2,3,4,3,3,2,3,2,2,3,2,1
"163",100394,24,0,3,3,2,2,2,2,2,2,3,2,3,3,2,2,2,2,2,2,2,2,2,1
"164",100395,24,0,5,3,2,2,5,2,2,3,1,2,4,2,3,4,4,1,2,2,3,3,3,1
"165",100413,24,0,4,4,2,2,3,2,2,3,3,1,3,3,3,2,3,2,2,2,3,2,2,1
"166",100415,24,0,3,4,2,5,4,4,3,3,4,3,3,4,4,3,4,2,3,2,3,3,3,1
"167",100423,24,0,2,3,4,2,2,2,4,2,2,4,4,2,4,4,4,4,2,1,2,2,2,1
"168",100428,24,0,4,4,3,2,4,3,3,3,3,4,4,4,3,3,3,3,4,3,4,4,5,1
"169",100430,24,0,4,4,4,3,5,3,3,2,2,3,3,3,4,4,4,3,2,2,4,5,4,1
"170",100436,24,0,4,4,4,5,4,4,4,3,4,4,4,4,4,3,4,3,3,2,3,4,4,1
"171",100438,24,0,4,4,4,4,4,5,4,4,2,3,4,4,4,5,4,3,4,3,4,3,4,1
"172",100445,24,0,5,4,2,2,5,2,2,4,3,3,5,2,3,3,4,2,2,2,2,2,3,1
"173",100447,24,0,5,5,3,4,4,3,2,5,3,3,3,3,3,4,3,2,3,2,3,3,3,1
"174",100459,24,0,4,5,4,3,2,4,3,4,3,3,4,4,3,3,4,2,5,2,5,5,5,1
"175",100465,24,0,3,3,3,3,5,4,3,3,3,3,4,3,4,3,3,3,3,2,4,3,3,1
"176",100470,24,0,4,3,4,2,3,3,3,2,2,3,3,2,3,3,4,2,2,2,2,3,3,1
"177",100474,24,0,4,4,4,2,4,3,2,4,1,3,3,2,3,2,2,2,2,2,2,3,2,1
"178",100478,24,0,4,3,4,1,4,4,4,4,3,3,3,4,2,3,3,1,1,1,3,3,4,1
"179",100504,24,0,3,2,3,2,2,2,3,2,2,2,2,2,4,4,4,1,1,1,3,1,1,1
"180",100519,24,0,4,2,3,1,4,1,1,4,1,3,5,1,5,5,4,1,2,4,1,1,1,1
"181",100536,24,0,4,2,3,2,4,2,3,2,3,3,4,4,3,3,3,2,2,2,3,3,3,1
"182",100575,24,0,3,2,2,1,3,1,2,2,2,3,2,2,3,3,2,2,2,2,2,2,2,1
"183",100584,24,0,3,4,3,2,3,4,3,2,2,3,2,2,3,1,4,1,1,1,2,2,2,1
"184",100608,24,0,2,4,4,1,3,1,1,2,1,1,3,2,3,3,3,1,2,1,2,3,2,1
"185",100609,24,0,2,3,4,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,1
"186",100623,24,0,3,4,4,2,3,3,2,2,2,2,3,4,3,2,4,2,2,2,2,2,2,1
"187",100638,24,0,4,3,4,2,4,3,3,3,3,4,3,3,4,3,3,3,3,4,5,3,3,1
"188",100650,24,0,4,3,3,4,3,3,3,3,2,3,3,2,3,4,2,2,3,2,3,3,3,1
"189",100671,24,0,3,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,2,2,2,2,1
"190",100680,24,0,5,4,1,2,5,1,3,4,3,2,5,4,2,3,3,2,2,2,2,2,2,1
"191",100698,24,0,3,2,3,1,3,1,3,3,2,2,4,1,4,3,2,2,2,2,3,3,2,1
"192",100716,24,0,3,5,3,2,3,3,4,2,4,4,2,4,4,4,3,2,2,1,2,2,2,1
"193",100734,24,0,3,4,2,2,1,4,3,1,3,2,2,3,3,3,4,2,2,1,2,2,2,1
"194",100743,24,0,3,3,4,1,2,2,3,2,2,2,3,2,3,2,2,1,1,1,4,2,2,1
"195",100789,24,0,4,4,4,2,3,4,4,3,5,4,5,3,5,4,4,2,3,2,2,3,3,1
"196",100798,24,0,3,5,2,3,3,2,NA,2,3,2,3,2,3,2,4,2,2,1,1,2,2,1
"197",100852,24,0,4,3,4,2,3,2,3,3,2,3,2,2,4,3,4,2,3,2,2,2,3,1
"198",100872,24,0,4,4,4,3,4,3,4,3,2,3,3,3,3,3,4,2,3,2,2,3,3,1
"199",100881,24,0,2,3,3,2,2,2,2,2,2,3,2,2,3,2,3,2,2,2,3,2,2,1
"200",100917,24,0,5,4,3,1,4,2,2,3,2,3,4,2,3,3,3,2,2,2,2,3,3,1
"201",100931,24,0,3,5,4,3,4,4,4,3,2,3,4,3,4,2,4,2,2,2,2,3,2,1
"202",100941,24,0,3,4,2,1,3,1,2,4,2,2,2,3,3,1,3,2,2,1,2,1,2,1
"203",100987,24,0,2,3,2,2,1,2,2,2,2,3,2,3,3,2,3,2,2,1,1,1,2,1
"204",101040,24,0,4,3,3,1,4,2,2,4,4,2,4,4,3,4,4,2,2,2,4,3,3,1
"205",101043,24,0,5,5,3,4,5,5,3,4,2,3,4,5,5,5,5,3,4,2,2,3,4,1
"206",101047,24,0,4,4,3,2,3,3,3,3,3,3,3,2,4,2,4,2,2,2,2,2,2,1
"207",101063,24,0,3,2,2,1,3,2,1,2,3,1,3,2,3,2,3,1,1,1,1,1,2,1
"208",101073,24,0,4,3,3,2,5,3,4,2,2,3,5,2,3,4,2,2,3,3,2,3,1,1
"209",101081,24,0,3,4,3,1,2,4,2,2,1,2,3,3,4,2,4,2,2,2,1,2,2,1
"210",101095,24,0,3,5,3,4,4,3,3,3,2,2,3,3,3,2,3,2,3,2,2,2,2,1
"211",101147,24,0,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,3,4,3,3,4,4,1
"212",101168,24,0,4,3,1,1,4,1,1,3,2,2,3,3,3,3,4,2,1,5,2,1,1,1
"213",101203,24,0,4,4,3,4,2,4,4,3,3,3,3,4,4,4,4,2,3,2,3,3,3,1
"214",101210,24,0,2,3,3,2,3,2,2,1,1,2,3,4,3,2,4,2,2,1,2,2,2,1
"215",101219,24,0,4,5,3,2,3,2,2,2,2,3,2,2,3,4,5,2,2,2,3,3,3,4
"216",101234,24,0,4,3,3,2,4,2,2,2,2,3,4,3,2,2,3,2,2,2,3,3,3,1
"217",101256,24,0,3,4,2,3,2,2,2,2,3,3,4,3,3,3,4,2,2,2,3,2,2,5
"218",101277,24,0,4,4,2,3,3,4,3,2,2,3,2,3,3,2,3,2,2,1,2,2,3,1
"219",101278,24,0,4,3,3,1,4,2,3,3,2,2,3,2,3,2,2,2,2,2,2,2,2,1
"220",200003,24,0,3,2,3,2,3,2,3,3,3,3,3,2,3,3,2,2,3,3,3,2,1,2
"221",200008,24,0,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,2,2
"222",200009,24,0,3,3,4,2,4,4,4,4,5,3,3,4,4,4,4,3,3,3,4,2,4,2
"223",200014,24,0,3,3,2,3,3,2,2,2,2,2,3,2,3,3,2,2,2,2,2,3,2,2
"224",200018,24,0,3,4,3,2,4,3,3,2,3,2,4,3,2,4,3,2,3,2,3,2,2,2
"225",200019,24,0,5,5,4,2,5,4,1,5,5,3,5,5,3,5,4,2,3,3,4,5,2,2
"226",200022,24,0,4,3,5,5,5,5,2,4,4,3,4,3,4,3,2,2,3,2,2,3,2,2
"227",200029,24,0,2,3,2,3,2,2,2,2,2,2,4,3,3,3,4,2,2,2,2,2,2,2
"228",200030,24,0,4,5,4,3,4,3,4,2,2,3,4,3,4,4,3,2,3,2,4,3,3,2
"229",200037,24,0,4,3,2,3,3,2,2,2,2,2,3,2,3,3,3,2,3,2,2,3,3,2
"230",200041,24,0,2,3,2,2,3,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2
"231",200050,24,0,3,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"232",200051,24,0,5,5,4,5,4,5,4,3,4,4,4,4,4,4,3,2,3,2,3,4,4,2
"233",200052,24,0,2,1,1,1,2,3,3,3,3,2,2,2,3,4,4,2,3,3,3,3,3,2
"234",200053,24,0,3,4,4,2,2,3,3,1,2,3,3,2,2,2,3,2,2,2,3,2,3,2
"235",200058,24,0,4,2,2,1,4,1,2,2,2,2,3,2,3,2,2,2,2,2,2,2,2,2
"236",200061,24,0,5,4,4,5,4,5,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,2
"237",200062,24,0,3,3,2,2,2,1,2,2,2,3,3,2,4,3,2,2,3,1,3,3,3,2
"238",200066,24,0,3,2,3,1,4,2,3,3,3,2,3,2,2,3,3,2,2,2,2,2,2,2
"239",200067,24,0,2,3,3,2,2,4,3,2,2,3,4,3,4,4,3,3,2,2,2,4,3,2
"240",200069,24,0,3,4,3,3,2,4,2,4,2,2,3,2,3,4,4,2,2,2,2,3,2,2
"241",200071,24,0,3,4,3,2,2,3,5,3,3,2,3,2,4,1,5,5,4,1,3,2,3,2
"242",200072,24,0,4,2,4,4,5,4,5,4,5,5,4,5,5,5,5,3,3,3,3,3,3,2
"243",200073,24,0,3,2,3,2,3,3,2,2,3,3,3,3,3,2,3,3,3,2,2,3,3,2
"244",200074,24,0,4,3,3,3,3,2,2,2,2,3,4,2,3,4,2,2,3,2,2,3,2,2
"245",200076,24,0,4,3,3,3,3,4,3,3,3,2,4,3,4,3,3,2,3,2,4,3,3,2
"246",200079,24,0,4,3,3,2,4,3,2,4,2,2,4,2,4,4,2,2,2,2,3,2,3,2
"247",200080,24,0,3,4,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2
"248",200082,24,0,4,2,2,2,4,2,1,2,2,2,3,2,3,3,3,2,1,2,2,3,2,2
"249",200083,24,0,5,5,3,2,5,3,2,4,2,4,5,2,4,5,4,2,2,2,3,4,5,2
"250",200084,24,0,4,4,4,3,4,2,5,4,3,4,4,2,4,3,3,3,4,2,2,3,4,2
"251",200088,24,0,4,3,2,4,4,3,4,2,1,3,4,2,2,4,4,2,2,2,3,3,3,2
"252",200090,24,0,5,5,3,3,5,5,2,3,3,3,4,2,3,4,3,2,2,2,3,3,3,2
"253",200092,24,0,3,3,3,2,3,3,4,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2
"254",200093,24,0,5,3,3,4,5,3,2,4,4,3,4,3,3,4,3,2,3,3,2,3,3,2
"255",200101,24,0,3,2,2,2,2,2,2,2,2,2,3,2,3,3,2,2,2,2,2,2,2,2
"256",200111,24,0,3,3,2,2,3,3,2,3,3,2,3,3,3,3,4,2,2,2,3,3,2,2
"257",200114,24,0,4,4,3,1,4,2,2,3,3,2,4,3,3,3,3,2,3,3,4,3,3,2
"258",200116,24,0,3,2,2,2,2,2,2,2,2,3,4,2,3,3,2,2,2,2,2,2,2,2
